,Pass/Fail,v500,v59,v486,v103,v511,v573,v519,v319,v433,v14,v344,v587,v119,v566,v359,v21,v102,v121,v510,v113,v15,v225,v417,v39,v78,v64,v431,v137,v33,v333,v577,v298,v65,v129,v56,v124,v281,v385,v175,v27,v75
21,0,0,-1.273842875,-0.520431317,1.083333333,0.876723681,1.033293221,0.003408747,0.556893372,-0.187631783,1.578788002,0.2110642,2.195876289,0.485074627,0.320631296,0.576576577,-0.153645833,-0.065312046,1.461538462,0.035891164,-0.824817518,0.53892667,0.270394171,-0.942158967,-0.305194805,-0.171821306,1.267186131,0.680730231,0.770676692,2.142530171,-0.346079603,0.803014688,0.354385965,1.208959593,-0.500052849,0.184210526,1.642857143,-0.191489362,0.061264957,1.647330257,0.068953813,-0.635911774
22,0,0,2.650299121,-0.243563823,0.638888889,0,-0.444444444,-0.757171987,-0.824880294,2.316151736,-0.866404423,-1.249454881,2.567010309,-0.052238806,1.726944258,0.279279279,0.267795139,0.561683599,1.461538462,0.782540855,-0.671532847,-0.497950401,0.962541428,-0.744523186,-1.751082251,-1.147766323,0.473641016,-0.094493281,-0.011278195,0.340407824,0.428256274,-0.643264896,-0.505263158,0.166078825,0.09998943,0.263157895,1.928571429,0.468085106,-0.653948718,0.651944628,0.040829191,-1.186299371
23,0,0,1.960230254,-0.318000803,0.388888889,0.939756037,1.187324509,0.107558826,-0.859560225,-0.359673454,0.631115076,0.456417768,0.175257732,-0.082089552,0.746664632,0.927927928,0.530815972,1.481857765,1.461538462,0.470498079,-0.372262774,-0.691107412,-0.063130295,0.367894845,-7.238095238,-0.840206186,1.261819355,0.988519858,1.177944862,0.14315439,-0.914514202,1.001335281,-0.628070175,1.600945426,-0.500052849,0.263157895,1.642857143,-0.489361702,0.358017094,1.613711272,-1.92789429,-0.69017534
24,0,0,2.217562953,-0.213875926,-0.305555556,0,0.912956278,0.236221196,-0.689569678,0.185623935,-0.568392879,-0.23421422,0.309278351,-0.723880597,-0.787372855,-0.459459459,0.186197917,-1.229317852,1.076923077,0.165540815,-0.401459854,0.151089193,0.558470993,0.52121622,0.291774892,-0.097938144,0.967900779,0.648332802,0.295739348,-0.023304203,-0.072525048,0.772724421,0.754385965,0.761243396,0.09998943,-0.302631579,1.071428571,-0.70212766,0.070837607,-0.587343441,-0.073317978,-1.275446658
25,0,1.544005229,4.607881288,-0.330233392,0.083333333,0.99705836,-0.247894103,-0.857815575,-0.602544435,-0.359489749,-0.425591738,0.808795055,0.237113402,0.52238806,0.292321876,-0.18018018,0.039496528,0.490566038,1.461538462,0.072962094,1.416058394,0.841262113,1.102681662,-0.140294645,8.837012987,-0.45532646,-1.762257365,-0.146336663,0.855889724,30.32729921,-0.554738487,-0.320897596,-0.536842105,-1.383834097,0.09998943,0.210526316,1.928571429,-0.106382979,-0.913777778,0.608437706,0.021093466,-1.023508673
26,0,0,1.965817072,-0.292785904,0.222222222,0,-0.596871239,3.221725236,-0.546015217,0.690078774,0.655744353,-0.403236178,0.144329897,-0.410447761,0.554100983,0.009009009,0.044270833,-1.156748911,1.461538462,0.429029842,-0.291970803,0.405223728,1.353489777,-0.307230864,0.251082251,-0.108247423,1.255438241,-0.570623957,1.056390977,0.06928839,0.510892545,-0.745481104,0.470175439,1.074770595,-0.500052849,-0.302631579,1.642857143,-0.638297872,1.629811966,-0.570204351,-0.063619833,-1.321958285
27,0,1.40503369,-0.704003617,-0.145563785,0.388888889,0,-0.316887284,0,-0.541862303,-0.343617458,0.727442313,0.373725954,0.144329897,-0.246268657,-2.414578424,0.297297297,0.026909722,-0.937590711,0.769230769,0.711422794,-0.197080292,0.156499819,0.323445927,0.079130767,3.991125541,0.178694158,0.616330859,-0.128024666,-0.824561404,0.745526425,-0.610442136,-0.406301809,-1.319298246,0.637137965,0.249973576,-0.947368421,0.642857143,-0.021276596,-0.027213675,0.612392881,-0.08015517,-0.178547433
28,0,1.43518734,0.553837708,-0.300489401,0.472222222,1.248878226,-0.044123546,0.004580135,-0.470983838,0.371202368,0.167781878,-1.716416646,0.144329897,-0.380597015,1.072325539,1.36036036,5.036024306,-0.589259797,0.769230769,-0.314025197,-0.270072993,0.383651898,-0.175127707,-0.494280589,-0.049134199,0.010309278,-0.820342109,19.69283827,0.625313283,0.11423221,-0.812207004,-0.059505139,16.23157895,-0.742934918,0.249973576,0.210526316,0.642857143,-0.319148936,-0.136888889,1.288068556,-2.780070312,-0.360717975
29,0,0,2.676134116,-0.207668857,0.222222222,0,0.699558765,1.380480023,-0.778361458,-0.42775931,-0.478770429,0.098981645,0.525773196,0.507462687,0.737262348,0.279279279,-0.845486111,-0.751814224,1.076923077,1.094912305,0.211678832,0.55622654,0.110859172,-0.73846561,-1.751082251,-0.494845361,0.444132971,0.335248252,0.046365915,0.340407824,-0.290192113,0.514844919,-0.98245614,0.848117198,0.09998943,0.315789474,1.071428571,0.212765957,-0.06591453,0.651944628,-2.012268154,-1.236686968
30,0,0,-1.791995996,0.847871475,1.138888889,1.050193074,0.395507421,-0.000361359,-0.387584647,0.019443837,-1.202833313,-0.414481092,0.525773196,-0.029850746,2.332964161,1.306306306,-0.04296875,-1.021770682,0.769230769,1.658632614,0.686131387,-0.901116678,0.690244802,-0.39418355,-0.696969697,-0.048109966,1.85900687,-1.115860401,0.246867168,2.702039118,-0.494806508,0.244024842,-0.41754386,1.943215911,0.249973576,0.039473684,0.642857143,2.170212766,-0.077811966,0.979564931,0.093344648,0.096646366
31,0,0,2.099836109,-0.234900305,0.277777778,0,-0.108303249,-1.073311619,-0.801729348,0.844944224,-0.405017776,-0.955208391,0.175257732,-0.059701493,0.335716466,-0.558558559,7.224392361,0.214804064,1.076923077,0.984436437,-0.795620438,0.772643747,0.07720028,-0.504543182,0.291774892,-0.426116838,1.102365254,35.95095871,-0.018796992,-0.023304203,0.317124736,-0.390636902,13.86666667,0.739934728,0.09998943,0.263157895,1.071428571,-0.191489362,-1.036854701,-0.587343441,-3.173572554,-2.108779991
32,0,0,2.020861759,-0.21203007,0.388888889,0,-0.202968311,-0.834077867,-0.772534982,-0.283706292,-0.856996093,0.79654204,0.113402062,-0.432835821,0.166531534,-0.459459459,0.122395833,-0.730043541,1.076923077,0.351708498,0.262773723,-0.142765152,-0.647842606,-0.720969212,0.291774892,-1.037800687,1.192567661,-0.646936442,1.399749373,-0.023304203,-0.459325306,-0.353302804,-0.750877193,0.967290609,0.09998943,-0.302631579,1.071428571,-0.127659574,-0.749675214,-0.587343441,-0.054406595,-1.30645441
33,0,1.052444576,3.633046188,-0.520431317,0.222222222,0,-0.190934617,-0.931084844,-0.69548913,-0.400727213,-0.996823337,-0.3234312,0.030927835,0.462686567,0.313440381,0.054054054,-0.00390625,0.580551524,1.461538462,-0.218242772,0.102189781,0.623863297,0.861191674,-0.723321669,8.837012987,0.386597938,-0.648826594,0.154574251,0.135338346,30.32729921,-0.23706223,-0.29947933,0.575438596,-0.286086435,-1.021139414,0.210526316,1.285714286,1.021276596,-1.009504274,0.608437706,0.061971148,-1.364593944
34,0,0,-0.587294026,1.056867131,0.666666667,0,1.024468512,0.001972976,0.542513133,0.248446872,-0.860537735,-0.64769162,0.144329897,0.604477612,-1.418791135,0.810810811,-0.178819444,-0.413642961,0.769230769,-0.867971789,-0.547445255,-0.674671357,0.33599604,-0.998823772,-0.640692641,0.158075601,0.483028263,-0.931091035,-0.19047619,-0.338327091,-0.333670374,0.573005816,-0.343859649,0.548625035,0.249973576,0.184210526,0.642857143,-0.042553191,-0.019282051,0.685563612,0.010086071,-0.628159836
35,0,1.357243371,-0.555000283,-0.520431317,0.527777778,0,0.045728039,0.001998448,-0.476779322,0.156609117,-1.044892331,0.020340566,1.546391753,0.649253731,-1.065656023,0.297297297,-0.885416667,-0.590711176,0.769230769,0.811578308,-0.832116788,-0.411356819,-0.388097045,-0.333401947,1.04978355,0.156357388,0.446143206,-0.776273124,-0.807017544,0.791094465,-1.002298005,-0.160287489,-0.898245614,0.596876875,0.249973576,-0.947368421,0.642857143,-0.382978723,0.081777778,-0.242584047,-0.136743848,0.007499079
36,0,0,2.961336315,-0.107141599,0.361111111,0.446602746,-0.267148014,-0.680987292,-0.765065935,-0.51331613,-0.938589021,0.007711804,1.597938144,-0.388059701,0.265021064,1.009009009,0.186631944,-0.690856313,1.076923077,-0.171377368,-0.708029197,-0.385230325,0.130631766,0.334784015,0.470562771,-1.005154639,0.11838259,-0.940603153,0.828320802,3.885975864,-0.496369152,-0.31826288,-0.147368421,0.455004464,-1.122608604,0.394736842,-0.071428571,-1.340425532,-0.394119658,1.731048121,0.031421991,-0.961493169
37,0,1.536417334,1.183711036,1.373079236,0.916666667,0,-0.878459687,-0.594168963,0.706801171,0.434101367,-0.974465036,0.520487199,0.103092784,-0.723880597,0.254914219,0.756756757,1.375434028,-0.068214804,0.230769231,1.032235967,-0.087591241,0.144367137,2.080054436,0.121298556,4.331168831,-0.498281787,2.148738992,12.89830937,-0.236842105,0.808364544,0.880871404,-1.004364308,13.91929825,2.235624698,-0.300073988,-0.131578947,0.357142857,-0.127659574,-0.845401709,-0.22346737,-2.396169233,-0.066144332
38,0,1.31362485,1.795677482,0.114092477,0.833333333,0,0.154833534,3.042718055,0.837927882,0.307299614,1.355150925,-0.48566222,0.865979381,0.552238806,0.348641553,0.954954955,3.892795139,0.403483309,0.615384615,-0.207476115,-0.481751825,0.621311115,1.35482121,-0.170347281,0.408658009,-0.570446735,1.449767163,18.7059678,0.315789474,-0.0443196,0.820571744,0.099939957,15.9754386,1.512520306,0.249973576,0.184210526,0.857142857,-0.319148936,1.069128205,-1.054054054,-2.811977209,-0.682423402
39,0,0,3.578744258,-0.200578568,0.583333333,1.337051252,2.292017649,-1.097540347,-0.49717199,0.265561292,-1.037160198,0.725635848,0.164948454,-0.320895522,0.366711032,0.774774775,1.486111111,-0.461538462,0.615384615,-0.150795477,0.109489051,0.734949977,1.622742856,-0.632869703,-0.156060606,-0.731958763,-0.586804371,12.599657,0.682957393,0.896171452,-0.809908999,2.373215518,13.83508772,-0.574646197,0.249973576,0.171052632,0.857142857,-0.106382979,-0.99582906,0.346077785,-2.446357134,-0.949865262
40,0,1.120522657,3.296609964,0.088339764,0.861111111,1.368014553,0.862414761,-0.659888812,-0.56780252,0.175571789,0.002590335,-0.311333982,0.092783505,0.671641791,2.228806398,0.72972973,5.117621528,-0.245283019,0.230769231,1.502415751,-0.489051095,1.147971604,-0.29207112,0.308171847,0.408658009,0.013745704,-0.264558071,18.45174592,0.390977444,-0.0443196,-0.935655851,0.385242008,15.87017544,0.055993795,0,-0.947368421,0.285714286,-0.489361702,-0.900102564,-1.054054054,-2.798545278,-1.488624952
41,0,0,0.099238675,0.058243732,0.722222222,0.990181959,0.95788207,8.138622541,-1.008290332,0.001402404,-1.476350758,1.65154039,0.350515464,0.686567164,0.348458392,0.243243243,0.603732639,-1.030478955,0.230769231,0.720594519,-3.452554745,-1.137417349,-0.773152445,-0.895550916,0.470562771,-0.396907216,3.387394532,-0.786150732,0.552631579,3.885975864,-0.774887398,0.898886071,0.722807018,2.998302331,0,-0.25,0.285714286,0.085106383,4.597333333,1.731048121,0.037337859,-0.604904022
42,0,0.927881843,-0.04769786,0.934856493,0.638888889,0.782899861,0.4540714,0.003856802,-0.518649373,2.290591653,1.207077876,-0.075612365,0.350515464,-0.126865672,-2.441808413,0,-0.037760417,0.433962264,0.615384615,0.104535524,-0.255474453,0.791278604,-0.400457768,-0.917811039,-0.049134199,-0.26975945,-0.133284153,-0.592347197,-0.758145363,0.11423221,-0.569905322,0.446449855,0.143859649,0.212896428,0.249973576,0.210526316,0.857142857,0.425531915,-0.032683761,1.288068556,0.062892472,-0.787074565
43,0,0,3.079515271,1.145943087,0.861111111,0,0.170076213,4.726284733,0.668278245,0.00679266,-0.984711464,0.40081639,-0.969072165,0.708955224,-1.525268942,0.621621622,1.740451389,-0.364296081,0.615384615,5.315964372,0.328467153,0.784407344,-0.150599454,-0.439380128,0.400649351,-1.202749141,-0.016598276,11.95174592,0.874686717,0.849771119,-0.091184852,-0.075403049,13.4245614,0.006102826,0.249973576,-0.131578947,0.857142857,-0.489361702,2.026393162,-0.707317073,-2.418620439,-1.426609448
44,0,0,3.378377724,-0.159906412,0.388888889,1.05894471,-1.112715604,0.065530653,0.699177165,0.005484995,-1.100477175,-0.073788618,-0.381443299,-0.529850746,0.053662617,0.774774775,-0.278645833,0.188679245,0.615384615,-0.479811653,-0.620437956,1.205124782,1.39874613,-0.491545858,0.400649351,-0.537800687,-0.357951035,0.599347741,0.793233083,0.849771119,0.576247817,-1.30224847,-0.126315789,-0.393229815,0.249973576,0.394736842,0.857142857,-0.723404255,0.111863248,-0.707317073,-0.077342708,-1.368469913
45,0,0,3.537343678,-0.249882275,1.777777778,0.597523658,-0.017649418,-0.194479349,-0.55391815,-0.51331613,-1.515984698,0.007565171,0.432989691,0.708955224,1.444997863,0.009009009,0.108940972,0.420899855,-0.076923077,2.244896476,-0.328467153,-1.457625921,0.692337597,0.421001559,-0.771212121,-0.865979381,-0.539517728,-0.926255318,0.19047619,-0.021015397,-0.411251034,0.117863192,-0.624561404,-0.472508013,0.199978861,-0.947368421,0.214285714,1.212765957,-0.380444444,-0.348714568,0.080009698,-2.391725727
46,0,0,-0.424355942,0.46949177,0.972222222,0.631756751,0.287204172,0.011227,0.652317419,0.571817082,-0.997742542,-0.706757201,-0.164948454,0.485074627,-0.506159106,0.252252252,0.15625,-1.332365747,-0.461538462,1.139674198,-1.04379562,0.254440797,-0.018064283,-0.632399212,-0.305194805,-0.075601375,0.296924708,-0.30847375,0.165413534,2.142530171,-0.343046236,0.083325119,0.192982456,0.532584993,0.349963006,0.421052632,-0.428571429,1.382978723,-0.078905983,1.647330257,0.040635229,-1.500252859
47,0,0,0.930947902,-0.216786954,1.75,1.484126931,-0.60328921,-0.573975799,0.605829576,-0.293672188,-1.297943956,0.852610811,0.701030928,0.701492537,1.521315099,0.468468468,0.051215278,-0.352685051,-0.538461538,1.922664817,-0.02189781,-1.205219017,0.51264457,0.060722792,0.470562771,-0.762886598,2.437438333,-0.138820685,1.388471178,3.885975864,0.348561449,-0.709312017,-0.150877193,1.948162566,0.149984145,-0.131578947,-0.714285714,-0.085106383,-0.517196581,1.731048121,0.025457631,-2.736686968
48,0,0,2.072967714,-0.238733355,1.888888889,0.513736287,0.113116727,3.594623616,-0.771977128,0.187085083,0.343782527,-0.638041339,0.360824742,0.76119403,0.77597045,0.774774775,5.080295139,0.002902758,-0.384615385,5.9203814,-0.467153285,-0.173980305,1.584141765,1.806216367,0.291774892,-0.462199313,1.133053622,18.70489944,0.505012531,-0.023304203,-0.357477709,0.227625082,15.92631579,1.504324664,0.199978861,0.394736842,-0.357142857,-0.595744681,1.807589744,-0.587343441,-2.809940599,-2.445989293
49,0,0,2.500278534,-0.272863289,1.222222222,0,1.47452868,-1.280030695,0.76546883,-0.51331613,0.667937332,-0.60561713,-0.886597938,-0.417910448,-0.153268209,-0.342342342,-0.250434028,-0.435413643,-0.615384615,1.406740578,0.138686131,1.063160623,-0.286365659,0.233246096,0.894588745,-0.840206186,0.644990548,0.47766761,1.005012531,0.978984603,-0.272543432,1.328147544,-0.459649123,0.887236752,0.499947151,0.421052632,-0.142857143,-0.212765957,-1.077880342,0.214897825,-0.082676688,-3.372345882
50,0,1.797752193,2.883395364,-0.126930716,1.027777778,0,1.111111111,-1.094210623,-0.608153968,0.762897149,0.27011098,0.231666128,-0.340206186,0.73880597,0.774016729,0.297297297,0.244357639,0.023222061,0.230769231,0.260243807,-1.240875912,-0.209114039,0.089751343,-0.130149675,-0.75,-0.778350515,0.207404675,0.102871441,0.15914787,-0.042655015,-0.498850997,0.836423598,-0.256140351,0.483235522,0.149984145,0.171052632,0.357142857,-0.829787234,-1.023179487,0.990112063,0.049218087,0.852460319
51,0,0,2.794587569,-0.207800345,1.333333333,0,-0.513437625,-0.930194872,-0.913455131,0.019564382,1.886153805,0.879994512,0.402061856,0.350746269,-0.414456316,0.324324324,-0.236111111,0.786647315,0.230769231,1.48321429,1.072992701,1.373859371,2.863283518,0.039491869,-0.648051948,-0.340206186,0.308838582,0.117200532,0.45112782,-0.286308781,-1.414744002,-0.439710719,0.547368421,0.53000922,0.149984145,-0.539473684,0.357142857,-1.085106383,-0.818051282,0.653263019,0.017699115,0.185793653
