9,70,100,1,1,790.5782,397.4922,0,979.2574,497.603,0,0,-3911.5,0,21.8283,873.75,119.3208,979.8817,0.4604,816.9231,0.0049,115.01,-1,104.004,2.671,21.2876,0.0159,78.09,-0.1364,-0.0375,0.0008,10.7887,-0.0117,0.1185,-0.0085,0.9388,0.1359,1.4185,0.4967,0.0002,0.0275,0.0212,0,-0.0854,3.442,0.0102,-0.1621,2.645,90.2294,0.5849,-0.0506,0.968,0.9905,0.7096,0.0065,2.2598,86.0068,33.6449,0.7568,1712.8033,0.9069,4.6275,0.0026,65.504,0.135,-0.0073,2865,396.504,0.0084,413.3677,63.2981,0.009,28.3118,1.5381,0.7863,533.42,7.4956,106.24,0.0002,2.3778,0.6154,4.9838,2428.37
10,70,100,1,1,0,269.3851,0,0,0,474.3363,615.015,-1976,293.8947,14.6207,360.5,97.2892,0,0.4608,162.1884,0.0013,0,1,99.4809,5.434,215.2566,-0.019,14.37,-0.0517,0.0011,0.0356,200.7591,0.0035,0.1223,0.0003,0.938,-0.0082,1.4195,0.4925,0.0001,-0.0108,0.0355,0,-0.0996,3.299,-0.0002,0.042,3.027,57.8122,0.6004,-0.053,0.9883,0.9906,-0.5677,-0.0411,1.8715,87.1111,51.4286,0.946,1732.2002,0.7517,4.4828,0.0026,112.0789,0.1355,-0.0056,2891,411.648,0.0026,411.9572,24.5336,0.0024,27.8373,1.5144,0.778,532.1764,7.4902,103.34,-0.0001,1.9444,0.7929,5.2778,2548.21
11,70,100,1,1,613.8337,569.2818,0,236.8442,0,935.7644,0,-3869.75,258.5859,8.2922,752.5,0,0,0.4727,0,-0.0154,141.3793,1,73.812,3.217,19.0033,0.017,61.1,0,-0.0261,0.0223,7.6232,-0.0223,0.1257,0.0051,0.9359,0,1.421,0.4987,0,0,0.037,0,-0.0001,3.267,0.0035,0,2.78,75.5077,0.5985,-0.0947,0.9695,0.9899,-0.5677,0.0083,2.1865,67.9406,43.5484,0.9082,1632.312,1.299,4.6275,0.0026,63.7271,0.132,-0.0059,2865,399.092,0,419.9018,51.7796,0,25.0836,1.469,0.8038,533.7464,6.6383,97.9156,0,2.0667,0.6575,4.6853,2479.4
12,70,100,1,1,406.6335,288.9425,0,259.572,0,0,0,-3982.25,455.7599,31.4286,-1933.25,76.2956,57.648,0.4615,262.5493,0.0216,672.8421,-1,46.8246,1.279,199.1982,-0.0259,76.9,0.183,-0.0119,0.0258,36.0851,-0.0151,0.1223,-0.065,0.9587,-0.2241,1.3848,0.495,0.0002,0.068,0.0188,0,-0.0815,3.383,0.004,-0.1376,2.854,52.2039,0.6065,-0.0728,0.9642,0.9908,-0.4731,-0.0381,1.969,94.8247,31.8898,0.8089,1891.4401,1.8373,4.5873,0.0026,80.1463,0.1323,-0.0075,2936,408.824,0.0029,415.5185,24.1399,0.0042,22.6227,1.531,0.7589,530.18,7.5539,103.34,0.0001,2.8222,0.679640726,5.2108,2507.4
13,70,100,1,1,791.028,301.7214,0,0,221.0019,719.4245,0,-3883.5,644.504,299.314,833.75,466.6667,521.8437,0.457537676,170.8835,-0.0031,139.8916,-1,50.0994,3.872,25.907,-0.0209,78.11,-0.1979,-0.0646,-0.0093,17.819,-0.0201,0.124,0.0125,0.9378,0.0323,1.4191,0.5034,0.0002,0.1638,0.0188,0,0.0087,3.171,0.0298,-0.0946,2.572,52.2039,0.5832,-0.0377,0.989,0.9908,0,-0.0498,2.2354,55.0265,43.4783,0.8467,1706.2759,0.8668,4.6164,0.0026,104.6736,0.132,-0.0047,2872,400.008,0.0071,409.8885,6.6225,0.0088,-1.1927,1.5236,0.7661,533.2464,7.8046,107.8711,0,2.3,0.8138,6.4674,2529.27
14,70,100,1,1,901.9024,692.5477,728.8889,385.4507,152.356,344.4976,697.8723,-1025.25,320.2966,22.1678,131.75,81.9411,0,0.4564,162.99,-0.0119,398.125,1,98.8254,1.946,400,0.0144,74.57,0.0172,-0.016,0.027,400,-0.0151,0.1197,0.004,0.9228,-0.0362,1.4029,0.5077,0,-0.032,0.0202,0,0.0629,3.171,0.0573,-0.01,2.572,142.908,0.5961,-0.0617,0.9827,0.9692,0,-0.0549,2.2808,125.5385,41.2844,0.8467,1839.845,1.062,4.5924,0.0026,78.7486,0.134,-0.0041,2887,399.004,0.0033,422.3675,15.768,0.0017,17.6382,1.4474,0.7661,532.6446,7.3445,104.8489,-0.0002,2.4222,0.679640726,4.9515,2629.48
15,70,100,1,1,0,436,0,0,128.0311,336.5385,0,-2053,203.1655,15.1805,81.25,41.2447,0,0.4691,111.6582,-0.0024,560.6957,-1,201.3399,1.946,326.1538,0.025,74.57,-0.0364,-0.0144,0.0347,218.3634,-0.0106,0.1197,-0.0021,0.9386,-0.0153,1.4088,0.5058,0,0.0048,0.0174,0,0.0819,3.207,0.0643,0.0372,2.77,100.2745,0.6006,-0.056,0.9906,0.9716,-0.0473,-0.0538,2.312,263.4538,40.099,0.8987,1777.4358,0.7514,4.6135,0.0026,112.0904,0.1253,-0.0031,2875,401.488,0.0032,424.7536,21.0437,0.0026,20.4209,1.5465,0.7446,536.1118,7.5348,104.8489,-0.0004,2.2444,0.679640726,4.9296,2546.26
16,70,100,1,1,994.1094,440.599,444.4444,0,198.3728,725.1064,0,-3654.5,224.1206,31.9037,-2445,278.5714,981.4324,0.457537676,0,-0.0037,210.3929,-1,228.6286,3.86,71.4928,0.015,73.95,-0.1893,-0.0394,0.0299,17.5947,0.0045,0.1207,0.0094,0.9144,-0.1203,1.3969,0.5005,0.0001,-0.0285,0.0184,0,-0.0574,3.207,-0.0353,-0.0362,2.77,82.0989,0.5954,-0.025,0.9688,0.9905,-0.0473,-0.0073,2.1113,68.5315,37.0787,0.8987,1717.1081,1.2108,4.5554,0.0026,92.166,0.1371,-0.0071,2845,409.186,0.0039,428.9826,20.9306,0.0028,-8.1182,1.4368,0.7446,537.8145,6.4414,104.8078,0,2.9667,0.5828,6.5511,2560.87
17,70,100,1,1,692.0635,288.6739,0,0,66.9031,813.8728,927.4576,-3617.5,550.4112,88.5639,514.75,0,66.6667,0.457537676,368.641,-0.0027,329.5533,-1,464.8649,4.768,368.1399,0.022,74.04,-0.0372,-0.0291,-0.1003,33.6144,-0.0079,0.1207,-0.0592,0.9356,0.0399,1.403,0.5015,0.0002,0.0572,0.0184,0,-0.0012,3.207,-0.0423,-0.0838,2.77,82.0989,0.5985,-0.0176,0.9885,0.9911,-0.0473,-0.3482,2.1849,89.7338,44.1176,0.8987,1777.3281,1.039630298,4.5554,0.0026,110.5151,0.1362,-0.0066,2845,403.5464774,0.0055,420.4726,10.2185,0.0041,-5.5327,1.5537,0.7446,531.8418,8.0131,104.8078,0.0003,2.2667,0.5825,5.8924,2517.79
18,70,100,1,1,304.7152,141.1685,0,0,303.9679,0,0,-4149.25,404.2105,0,-1533.5,0,307.5697,0.457537676,0,0.0014,143.5004,-1,362.1928,0.2003,357.0264,-0.0367,4.138,0.0718,-0.0344,-0.0095,92.0166,0.0204,0.121,0.0251,0.9397,0.1023,1.4208,0.4948,0.0002,0.0373,0.0184,0,-0.0011,3.555,-0.0156,-0.0142,2.582,82.0989,0.6005,-0.0132,0.968,0.9904,-0.4258,0.0022,2.282,102.9126,40.6015,1.045,1773.5327,1.7396,4.5554,0.0026,111.8165,0.1284,-0.0052,2845,407.208,0.0043,409.1399,13.6881,0.0035,0.4836,1.5481,0.7785,532.2673,6.8241,104.0311,0.0001,2.9556,0.5564,6.8608,2501.16
19,70,100,1,1,0,137.971,250.7463,218.1056,120.5836,388.8726,0,-4006.5,0,27.8104,-1275.5,74.1012,528.9655,0.4675,666.6667,-0.0179,701.5801,-1,67.1483,1.279,131.0858,-0.0259,76.9,-0.0382,-0.0111,-0.0019,82.2663,-0.0139,0.1233,-0.0145,0.9449,-0.0351,1.4075,0.5036,0,-0.0232,0.0229,0,-0.1092,3.555,0.0673,0.0507,2.582,47.1586,0.6047,-0.0727,0.991,0.9904,-0.4258,0.0025,2.0642,349.2063,57.0136,1.045,1822.7262,1.4598,4.5873,0.0026,112.5148,0.1392,-0.0016,2936,406.394,0.0034,404.5667,32.1569,0.0028,22.4736,1.5362,0.7785,534.6455,7.5953,107.8022,-0.0003,2.4556,0.679640726,5.2005,2519.05
20,70,100,1,1,0,177.4393,0,343.9011,212.3607,0,0,-5585,81.268,112.3426,-4198,630.9059,358.1801,0.457537676,0,0.0116,183.0878,-1,488.1988,1.772,173.6303,-0.0263,1.434,-0.1001,-0.0458,0.052,56.2578,0.0092,0.1195,0.0258,0.9322,-0.0631,1.4014,0.5011,0.0001,-0.0123,0.0229,0,-0.0141,3.555,0.0308,0.039,2.582,47.1586,0.6063,-0.008,0.9907,0.9904,-0.4258,0.0028,2.2134,87.8049,46.0465,1.045,1769.7554,0.7558,4.4913,0.0026,114.1296,0.133,-0.0051,2839,406.358,0.0042,414.306,24.9484,0.0031,3.97,1.6343,0.7785,531.2491,7.4077,101.1129082,-0.0002,2.3889,0.5826,7.2532,2528.81
21,70,100,1,1,607.6433,0,840,0,0,0,0,-3876.75,127.3227,0,-309.75,312.1693,67.4245,0.457537676,279.0528,-0.0044,351.4956,-1,0,0.9003,290.5569,0.0002,4.198,0.2088,-0.0309,0.0455,111.8205,0.0157,0.121,-0.0638,0.9476,-0.3074,1.4061,0.4947,0,0.0776,0.0175,0,-0.0378,3.555,0.0042,-0.1293,2.582,34.4153,0.6039,0.0054,0.9903,0.9906,-0.4258,-0.0275,2.0645,64.3929,33.0612,1.045,1859.4925,1.5062,4.4913,0.0026,99.9672,0.1323,-0.0092,2839,410.246,0.0019,410.695,16.926,0.0028,0.12,1.5559,0.7785,530.1291,6.8927,104.0311,0.0009,2.7222,0.5702,6.7289,2481.85
22,70,100,1,1,320.5953,259.0427,781.3953,509.011,155.706,925.3731,0,-3641.5,410.5869,158.901,65.25,62.087,0,0.457537676,365.2683,-0.0114,188.9744,-1,121.3356,0.0259,0,0.0195,5.988,-0.0243,-0.039,0.0217,64.6437,-0.0336,0.121,0.0089,0.936,-0.0385,1.406,0.4977,0.0001,-0.018,0.025,0,-0.0477,2.996,0.0498,0.0591,2.631,114.5979,0.5931,-0.0442,0.9912,0.9903,0.0473,-0.0256,2.3338,42.9066,30.7985,1.087,1765.2057,1.7985,4.5554,0.0026,102.0085,0.1401,-0.0072,2845,406.784,0.0042,418.2477,25.8499,0.003,-3.6564,1.5465,0.7777,528.1864,7.242,104.0311,-0.0002,2.9222,0.5963,6.6914,2497.45
23,70,100,1,1,197.3489,132.8862,0,433.3333,182.2785,0,893.5065,-2069,364.04,18.1585,-112.25,141.7931,0,0.4689,96.6979,-0.0138,531.0665,1,49.8663,1.946,930.9577,-0.0317,74.57,0,-0.0162,0.0225,214.0648,-0.0665,0.124,-0.0026,0.9496,0,1.429,0.4982,0,0,0.0098,0,-0.0906,3.192,0.0405,0,2.671,216.8869,0.5865,-0.0748,0.9663,0.9643,-0.4731,-0.0613,1.9902,60.1156,67.7419,0.9838,1843.7237,0.7404,4.5924,0.0026,80.3773,0.135,-0.0108,2887,400.572,0,434.7942,36.3944,0,18.3936,1.5585,0.8093,536.0054,6.8634,105.4978,0,2.0667,0.679640726,5.1588,2514.54
24,70,100,1,1,721.8016,443.1562,0,752.9412,128.2525,0,0,-1949.5,169.1603,21.6235,379.25,108.5193,491.6324,0.4681,70.9797,0.0073,598.5185,-1,115.9979,5.143,235.9921,0.0194,14.41,0,-0.0101,-0.0164,204.5653,-0.0261,0.1199,-0.0182,0.9339,0,1.4085,0.5032,0,0,0.0288,0,-0.0795,3.765,0.0602,0,2.955,125.06,0.5954,-0.0467,0.9706,0.9906,0.0946,-0.0811,2.2233,60.3279,36.1607,0.7285,1710.6147,0.6467,4.5715,0.0026,110.0722,0.135,-0.0076,2848,410.48,0,406.7425,11.4665,0,15.3536,1.4227,0.8743,535.7491,7.5351,102.2733,0,2.4889,0.679640726,5.7899,2632.8
25,70,100,1,1,106.1399,0,164.7059,0,583.5294,0,0,-1975.75,0,161.5291,533.75,657.1949,91.3649,0.457537676,62.9247,0.0058,387.2292,-1,221.2202,2.325,221.0773,0.0018,76.33,0.0466,-0.0219,-0.0038,214.0453,-0.038,0.1203,-0.0449,0.9466,0.0912,1.4095,0.5012,0.0001,-0.0457,0.0288,0,0.0137,2.945,0.0064,0.1484,2.685,125.06,0.6096,-0.0188,0.97,0.9906,-0.615,-0.0338,2.253,65.8494,32.8767,0.9365,1859.2332,0.6373,4.6879,0.0026,99.9869,0.1396,-0.0071,2864,411.606,0.0024,413.1526,11.383,0.0023,2.9964,1.5136,0.7839,532.6318,7.1955,106.34,0,2.4333,0.7376,5.196,2446.56
26,70,100,1,1,214.9188,0,485.7143,793.7984,0,664.8794,0,-4712.25,211.0007,76.6399,-1822.5,0,0,0.457537676,294.6058,-0.0056,115.0614,-1,252.7066,2.773,95.9122,-0.0019,78.25,0.0923,-0.0387,0.0377,63.2819,-0.0227,0.1203,0.0002,0.9351,0.0898,1.4051,0.5006,0.0001,-0.0047,0.0288,0,-0.0023,2.945,0.0055,0.0829,2.685,125.06,0.5981,-0.0702,0.9578,0.9907,-0.615,-0.0241,2.3075,48.0962,51.9231,0.9365,1879.3624,1.039630298,4.5894,0.0026,110.3976,0.13310791,-0.0062,2856,403.5464774,0.004,419.0913,15.2357,0.003,-6.9155,1.486,0.7839,530.4545,7.4259,106.34,-0.0002,2.3111,0.7323,5.45,2456.33
27,70,100,1,1,441.2203,459.4059,0,290.1504,137.7096,0,0,-4466.5,257.0962,37.4986,-117.25,50.9561,0,0.476,77.4273,0.0204,815.894,-1,293.1242,2.678,833.2623,-0.0101,76.69,0.278,-0.0076,0.0153,51.7407,-0.0369,0.1211,0.0012,0.9372,-0.1774,1.3967,0.5069,0,0.0385,0.0183,0,0.0968,3.356,0.0615,-0.1689,3.002,216.9552,0.5633,-0.0415,0.9891,0.9906,-0.0473,-0.0809,2.3265,69.6774,38.2239,0.9554,1920.2216,0.8452,4.6476,0.0026,204.8898,0.1417,-0.0078,2890,396.202,0.0046,405.8875,15.6314,0.0028,17.3873,1.5582,0.6287,528.41,7.4824,109.7067,-0.0001,2.8778,0.8536,4.4239,2607.63
28,70,100,1,1,740.3791,766.8912,520.6349,0,100.6858,910.8614,0,-4005,217.4359,48.3466,678.5,83.458,0,0.4737,110.8817,0.0032,0,-1,91.9431,4.07,45.2469,0.0065,76.67,-0.1844,0.0061,0.0195,9.3633,-0.0241,0.1216,-0.0053,0.9413,-0.0402,1.409,0.5036,0,0.1019,0.013,0,-0.0902,2.945,0.0775,-0.0353,2.685,127.5067,0.5999,-0.0633,0.989,0.9904,-0.615,-0.063,2.275,60.6581,27.2727,0.9365,1795.493,0.8451,4.6476,0.0026,97.2744,0.137,-0.0087,2890,396.504,0.0068,403.4278,25.4735,0.0051,13.1136,1.5438,0.7839,521.2055,7.0038,102.1178,0.0001,2.2,0.5897,4.1865,2431.57
29,70,100,1,1,432.4462,0,0,256.2896,152.4759,749.3671,0,-3793.25,76.0593,44.8078,-788.5,87.9354,0,0.4722,407.0618,0.0138,102.1277,-1,137.4138,5.103,205.8339,-0.0016,14.14,-0.0382,-0.0399,0.0472,18.4011,-0.0392,0.1209,0.0029,0.9409,0.0661,1.3978,0.5019,-0.0001,-0.0849,0.0121,0,0.0897,3.491,0.0602,0.1361,3.124,146.8715,0.6029,-0.058,0.9905,0.9694,-0.0473,-0.0198,2.2461,51.8436,45.3782,0.6055,1805.2925,1.397,4.5459,0.0026,108.7713,0.1323,-0.0112,2849,402.692,0.0032,414.1525,15.6131,0.0025,14.7073,1.42,0.8139,534.3927,6.9338,100.2789,-0.0001,2.6444,0.5978,6.2102,2529.11
30,70,100,1,1,556.7081,298.2799,552.381,293.173,94.6015,0,780.0712,-3717,181.9277,30.2939,-947,62.7043,88.391,0.4614,163.4011,0.0177,370.9717,-1,123.9731,5.171,45.301,-0.0134,65.83,0.0368,-0.0203,0.0415,6.2416,-0.0327,0.121,-0.0491,0.9658,0.1884,1.4007,0.4981,0,0.0336,0.0209,0,0.1009,3.356,0.0729,-0.0125,3.002,81.5459,0.5973,-0.067,0.9909,0.9909,-0.0473,-0.0406,2.1823,49.1677,73.8462,0.9554,1794.4718,0.5565,4.6879,0.0026,103.847,0.1305,-0.0098,2864,399.938,0.0021,422.9413,20.2372,0.0021,29.5109,1.4481,0.6287,530.4073,7.0303,100.6767,0,2.1667,0.679640726,4.6253,2489.7
31,70,100,1,1,419.1772,0,0,715.8361,113.2273,726.8571,0,-4835.25,53.2258,41.2985,-372.75,74.4331,43.7819,0.4713,714.1104,-0.0056,912.6761,-1,50.5699,5.34,354.393,0.0041,14.26,-0.1231,-0.0106,0.0372,61.7135,-0.0404,0.1209,-0.0587,0.9424,0.0214,1.4049,0.5033,0,-0.0799,0.0082,0,-0.0805,2.945,0.079,0.1572,2.685,197.9951,0.5993,-0.0724,0.9649,0.9644,-0.615,-0.0204,2.2671,59.4595,13.7931,0.9365,1841.8205,1.5401,4.5459,0.0026,101.8189,0.1394,-0.0093,2849,401.51,0.0035,417.3887,11.957,0.0029,13.1482,1.5602,0.7839,533.2154,7.1925,100.2789,-0.0001,2.9,0.6004,5.8491,2492.36
32,70,100,1,1,956.682,245.0824,0,0,186.4533,550.3759,709.8592,114,212.299,256.6174,-2021,0,83.2247,0.457537676,0,-0.0029,549.9371,-1,0,3.86,49.9753,-0.0266,73.95,0.0185,-0.0199,0.0264,0,-0.0109,0.1201,-0.0422,0.9437,0.0985,1.3892,0.4967,0.0002,-0.0648,0.0082,0,0.0022,3.569,0.032,0.0723,2.947,197.9951,0.5964,0.0041,0.9714,0.991,0.0946,-0.0037,2.1983,67.6218,45.3237,0.3122,1878.6376,1.7009,4.6188,0.0026,100.6814,0.127,-0.0087,2910,405.456,0.0024,414.2214,12.268,0.0036,-3.3864,1.5837,0.8884,536.5709,7.5067,105.3911,0.0001,3.0889,0.7412,5.3701,2524.18
33,70,100,1,1,546.1693,275.8302,691.8919,778.0392,109.3957,0,725.0936,-1993.75,117.6104,54.5004,226.5,0,518.3673,0.457537676,657.3013,0.0064,247.4534,-1,235.3247,3.35306617,260.4857,-0.0216,67.90490927,0.0296,-0.0403,0.0481,206.9467,-0.0156,0.1201,0.0147,0.9427,0.0771,1.4432,0.4992,0.0003,-0.0408,0.0082,0,-0.0003,3.569,0.0567,0.0726,2.947,197.9951,0.5992,-0.0192,0.9649,0.9908,0.0946,-0.0135,2.1345,37.9822,29.5082,0.3122,1841.8205,0.69,4.6879,0.0026,115.8314,0.1394,-0.0084,2864,400.446,0.0032,417.114,11.4741,0.0049,4.4036,1.5047,0.8884,529.3927,7.6194,105.3911,0.0002,2.0333,0.7116,4.6444,2566.35
34,70,100,1,1,369.2107,409.4867,0,266.3733,155.5632,642.3077,0,-3892.75,103.5403,40.8611,893,40.2192,0,0.4658,191.3753,0.017,557.2139,-1,128.3237,2.678,25.196,-0.0177,76.69,0.3659,-0.01,0.0431,5.4974,-0.0382,0.1211,0.0052,0.9493,-0.1328,1.3765,0.5037,-0.0001,-0.052,0.0268,0,0.1186,3.491,0.0543,0.0103,3.124,74.1555,0.6022,-0.0692,0.9896,0.9668,-0.0473,-0.0429,2.2805,78.7062,22.0588,0.6055,1840.4916,0.5927,4.6097,0.0026,118.2011,0.1417,-0.0093,2876,408.962,0.0093,419.3116,14.6363,0.0046,17.5473,1.5374,0.8139,529.5609,6.4802,110.2789,-0.0002,2.2667,0.6178,4.6263,2457.64
35,70,100,1,1,0,373.5974,581.8182,756.8392,680.5726,646.3277,0,-3683,363.2432,59.4595,244.75,861.0951,741.4634,0.457537676,402.3669,0.0115,115.5356,-1,188.2653,3.761,156.8948,-0.0152,76.73,0.03,-0.0446,0.0324,18.789,-0.0038,0.121,0.0113,0.9558,0.0168,1.4033,0.5013,0.0001,-0.0706,0.0268,0,-0.0173,3.569,0.0122,0.103,2.947,74.1555,0.5954,0.0196,0.9905,0.9907,0.0946,-0.0169,2.258,95,50.4,0.3122,1773.4197,0.5871,4.5873,0.0026,122.8589,0.133,-0.006,2854,402.298,0.0045,400.7535,11.4604,0.0034,-10.1245,1.3475,0.8884,531.5427,7.4605,100.6767,-0.0002,2.7778,0.6684,4.5125,2477.35
